Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,48379.7551705781,48361.0167607073,48729.1586442625,49662.7520549839,51098.5573007417,52393.4513113092,53335.5896950225,53889.3964951775,53442.7136899777,51611.3217087719,52555.7695134023,52956.6630340962,53738.1476714593,54462.6252412407,55394.4510435329,56572.9188996063,57151.4708448372,58151.7021391854,59526.665698712,60750.9898621637,59194.6665172031,62680.2503585805,63886.1317069841,65186.5977244157,66356.1706750101
United States,USA,"Population, total",SP.POP.TOTL,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309378227,311839461,314339099,316726282,319257560,321815121,324353340,326608609,328529577,330226227,331577720,332099760,334017321,336806231,340110988
Uruguay,URY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11096.3309569487,10643.5574019273,9806.7713064359,9878.75684344081,10366.9067382871,11131.3984890038,11574.470540231,12310.482735502,13165.83628166,13691.71420689,14722.3780081191,15443.9961926395,15949.3176985435,16639.4054750651,17122.0364563225,17125.9016800298,17357.2349992841,17611.6036701032,17608.9441195037,17758.4384372986,16443.3635000843,17416.0052208869,18228.3558443761,18378.9833563662,18958.6033293537
Uruguay,URY,"Population, total",SP.POP.TOTL,3266206,3274251,3278867,3281186,3283148,3285771,3289506,3295153,3302177,3310091,3318580,3326825,3335401,3345337,3356334,3368017,3379283,3388438,3394534,3397206,3398968,3396695,3390913,3388081,3386588
Uzbekistan,UZB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1269.72137546219,1306.60633175114,1341.95995981671,1381.8257280882,1466.6134889113,1549.04577531643,1643.14645619601,1773.75803693248,1904.45855506712,2025.04298646098,2144.6400056546,2271.00936223002,2395.84036755728,2530.68447898703,2659.99075095273,2803.19018021751,2918.67725852903,2995.76761437743,3108.1618786112,3259.36964632494,3249.05191094018,3442.7248445034,3576.71552716054,3725.67414578619,3890.41593075015
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,24787054,25090283,25399980,25711259,26029350,26356975,26699043,27076008,27494774,27939328,28385506,28823196,29261903,29724065,30222994,30749346,31284568,31819178,32373490,32964701,33586372,34243696,34938955,35652307,36361859
Vanuatu,VUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2841.73909435642,2676.92934450613,2475.16636434639,2518.521315183,2555.73432279339,2626.85057870874,2780.97475852227,2791.7418410919,2875.08524058992,2888.13715784739,2856.77377649901,2883.22689591881,2849.05448321427,2799.28262661802,2807.83422956759,2854.89412272653,2889.01404801498,2946.96186165079,2960.65376683153,2986.2036911437,2771.87098808052,2666.30269843855,2740.27545530661,2733.35978526081,2697.09183254533
Vanuatu,VUT,"Population, total",SP.POP.TOTL,186281,191031,195863,200746,205711,210760,215923,221276,226896,232731,238248,243474,248883,254482,260240,266101,272087,278507,285259,291985,298858,305868,313046,320409,327777
"Venezuela, RB",VEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3740.0195496928,3796.80579715312,3398.56849937324,3079.6634541359,3580.85417271298,3884.70081071301,4199.39766916963,4496.84905010777,4665.9531880382,4455.4532320933,4332.02681796507,4455.41063337951,4647.37303726595,4653.3645655649,4421.60786723331,4103.1384987005,3382.73477932247,2871.31531165261,2365.59281270712,1762.73734800083,1255.37263090506,1276.62381449407,1379.97778822986,1430.74575249312,1501.02277449885
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,24526708,24979922,25435671,25892703,26340838,26785804,27224686,27649363,28053696,28438298,28813101,29185212,29553826,29912198,30254079,30573972,30765720,30565323,29807592,28938098,28444077,28237826,28213017,28300854,28405543
Viet Nam,VNM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1212.19657794381,1273.8052690094,1340.51670460271,1418.74337471509,1510.94449049599,1609.96268313651,1699.67620343393,1788.9485028957,1856.00519883979,1927.13427057454,2027.58184375924,2132.90453762087,2224.11404253256,2320.08431444934,2439.28655744423,2577.56885340113,2715.57887431272,2868.13680013379,3048.28327602145,3241.07648966529,3303.16949807493,3358.21734764714,3617.66311465012,3775.46375555802,4017.74604111554
Viet Nam,VNM,"Population, total",SP.POP.TOTL,77154011,77969361,78772224,79563777,80338971,81088313,82167897,83633375,85175788,86460018,87455152,88468314,89510356,90573104,91679578,92823254,94000117,95176977,96237319,97173776,98079191,98935098,99680655,100352192,100987686
Virgin Islands (U.S.),VIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,43205.7246740388,43036.1815136022,44466.2872190216,46021.5905731819,47671.567182812,49598.1259079427,50174.7528938473,46862.8076001874,47162.7375570431,43320.176769501,36938.1682086351,34663.6460602129,34098.7109972738,34007.3529411765,34614.7482633247,34435.4944455756,35174.1019944986,36309.7438446842,35850.7433148653,37313.0484931531,36983.431060272,..,..
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870,105413,104917,104377
West Bank and Gaza,PSE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2436.01207739636,2153.45735383203,1836.98042481351,2041.60484619659,2426.41565630382,2632.24627423958,2540.26763083127,2569.98434108953,2685.98601828464,2840.01594969395,2927.08101953403,3128.10811061384,3237.91619995789,3309.63120243098,3227.84934482645,3272.15432360708,3483.09903532972,3462.97986107136,3417.79440837962,3378.4346209191,2922.46801084844,3051.48607007995,3099.9609010368,2888.76306072177,2072.09019517685
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749,5043612,5165775,5289152
"Yemen, Rep.",YEM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2114.67265566851,2129.77268762778,2148.88860494788,2164.86083019467,2185.78999159086,2237.63762643152,2234.74266863312,2235.75075901067,2244.04491655237,2257.46902086832,2356.19960422096,1994.83663337222,1981.45800046603,2014.7289059487,1950.1625450589,1362.1738120601,1197.95865971172,1103.45634849842,1079.32938366255,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,19624141,20226147,20835086,21456379,22095167,22790085,23543083,24318082,25111941,25927724,26754387,27582897,28433647,29312952,30226309,31159379,32109010,33090921,34085182,35111408,36134863,37140230,38222876,39390799,40583164
Zambia,ZMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,804.48463418783,822.020935308251,833.021177549004,863.650190656785,895.475258534826,929.079255855905,968.563565019492,1013.08567432637,1053.58612301068,1110.71918102486,1183.41712409199,1208.46424569634,1258.78938578996,1280.77012176778,1299.01241762504,1295.87788680068,1303.57513869133,1308.76829240086,1321.25045711573,1301.18132976178,1228.73500113195,1269.10821808895,1298.8480495593,1330.85998216751,1343.38966380353
Zambia,ZMB,"Population, total",SP.POP.TOTL,10017631,10325185,10647949,10983595,11338198,11718819,12129553,12565085,13021324,13490389,13965594,14437796,14913629,15398997,15895315,16399089,16914423,17441320,17973569,18513839,19059395,19603607,20152938,20723965,21314956
Zimbabwe,ZWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1677.34896793251,1690.14666163116,1525.07935706564,1250.91948331231,1165.54447081543,1088.63148420699,1038.22375658033,987.200362596937,803.044944654991,896.915532877845,1056.20884563889,1184.93421020563,1360.15230034275,1367.81831689463,1381.25404125871,1387.12632595026,1378.34256192374,1422.91948946927,1472.14603844842,1357.53087818754,1230.81933361016,1312.20001358807,1369.19761495571,1418.47184628799,1417.71894115853
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,11892055,11971901,12087653,12232323,12365896,12483432,12636445,12804058,12959149,13142790,13356548,13595424,13817887,14013808,14207359,14399013,14600294,14812482,15034452,15271368,15526888,15797210,16069056,16340822,16634373
Africa Eastern and Southern,AFE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1205.98105360593,1216.33535706379,1231.4445675519,1235.71164842373,1271.31275711155,1314.3879382145,1364.70525366925,1417.47243247841,1440.59728407645,1414.58775130051,1449.48915951845,1468.63057193646,1456.72281306529,1478.97797685759,1495.95557383523,1498.8752400759,1490.9075460241,1490.91109750422,1489.94213724372,1479.37238691603,1399.39849841898,1425.2090572764,1440.43036630175,1431.72178996886,1435.35627774336
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,406156661,416807868,427820358,439173286,450928044,463076637,475606210,488580707,502070763,516003448,530308387,544737983,559609961,575202699,590968990,607123269,623369401,640058741,657801085,675950189,694446100,713090928,731821393,750491370,769280888
Africa Western and Central,AFW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1188.0373057001,1215.84949075792,1299.69542056655,1334.72594265973,1402.22876764658,1441.98859440003,1475.92318265943,1513.01942969263,1562.21124621273,1612.48837316067,1677.95238312056,1711.53923110365,1749.98138710355,1805.79842409374,1857.17116320705,1860.72768628324,1815.17120349953,1808.72220111739,1814.69463581898,1829.06806387649,1719.26150438049,1721.90947456022,1757.45658962159,1778.86434703356,1816.34604380299
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,274968446,282780717,290841795,299142845,307725100,316588476,325663158,334984176,344586109,354343844,364358270,374790143,385360349,396030207,406992047,418127845,429454743,440882906,452195915,463365429,474569351,485920997,497387180,509398589,521764076
Arab World,ARB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4910.08259157072,4892.98855329169,4835.589416667,4926.58928334869,5250.08375247516,5412.64941314351,5614.91183040313,5727.33322290223,5894.47746607478,5787.82712590845,5948.12916468842,6036.42083357432,6218.04632240872,6220.63858713989,6238.07256611906,6290.55879501691,6366.04865571626,6322.52614443499,6377.12047410411,6367.60443969474,5904.57124162288,6073.56224152636,6351.57184174657,6311.42160022415,6282.0327428409
Arab World,ARB,"Population, total",SP.POP.TOTL,286548096,293580252,300691509,307815105,315060277,322628451,330526310,338947976,347684619,356386673,363568534,372054934,381030177,390954281,400231008,410190679,419808341,428315886,435998060,444281315,453723239,460646603,471352066,482105978,492612632
Caribbean small states,CSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10510.8694258103,10648.8703596983,10985.8632347623,11563.3614779162,12014.5670017555,12638.9654635453,13550.3562471238,13982.598007093,14130.2413806317,13578.6986655384,13743.4073853565,13773.5645177114,14236.6654344554,14333.3457750583,14605.7774648313,14497.5393236017,13963.1395387692,13780.3075342487,13815.7947601283,13825.4223050228,12531.5018423504,13290.8289489771,15207.5837552377,16468.9430284866,18582.6849984925
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,3956229,3987087,4018796,4050990,4080569,4049468,4072929,4098855,4124966,4146899,4173335,4201107,4228445,4257682,4286546,4314191,4341333,4366140,4407658,4443134,4459302,4479167,4497310,4519904,4539060
Central Europe and the Baltics,CEB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7450.86082262,7730.94875575432,8057.22231935461,8405.63159028509,8923.85904704259,9387.59188976247,10036.4787965852,10712.5543317673,11176.9879548804,10792.8296963649,10998.6534832885,11421.7332703753,11544.5427262519,11661.9769238564,12076.1572564969,12596.8862547468,12991.54601565,13696.463585633,14411.9811999448,15024.0127296269,14621.1363727276,15739.1352320017,16397.2583916271,16494.8126887526,16856.766201271
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,108447824,107660041,106959751,106624167,106331716,106041911,105772481,105378748,105001883,104800475,104421447,104174038,103929494,103570062,103280478,102973167,102647939,102337501,102074201,101864274,101215763,100205732,100071871,100183707,100061963
Early-demographic dividend,EAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2158.8733767333,2144.69783734623,2143.67588181876,2211.95868741619,2312.5110972536,2409.7524782084,2515.60216032263,2617.61581534939,2666.11094569761,2641.46036980411,2766.88281699468,2859.22240884783,2935.95209151149,3010.1988692938,3087.28170907983,3174.36962020929,3261.99599812662,3365.65570800726,3444.80737958553,3480.18904220698,3290.1946903817,3500.20998909915,3669.67144770881,3793.52187314813,3887.67750781635
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2509431470,2556335424,2601917557,2647109296,2693184997,2738846905,2784726644,2830531957,2875943965,2921563644,2967104472,3013476947,3058869436,3103677284,3146800078,3190318707,3233033717,3274060446,3314245247,3355014793,3396051187,3432026092,3470644834,3511607650,3552278604
East Asia & Pacific,EAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5056.47338479158,5177.21850451068,5362.11003612717,5585.29422036513,5869.9841240498,6173.52773117604,6524.30999120138,6959.65968932647,7213.51487084263,7350.03477529475,7855.36234558956,8223.35669138572,8581.48213952296,8962.78821401788,9321.66592840668,9691.70576095155,10071.8615358636,10507.3446728598,10945.0220958063,11328.7206349245,11276.053700591,11962.7375119887,12298.2762533191,12789.571638276,13252.7558734185
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2050149617,2068682053,2086144389,2102761941,2118747885,2134573057,2150688938,2167046538,2183472438,2199148703,2214613815,2230826576,2249081393,2267072102,2284385542,2300844269,2317076058,2333475520,2347576325,2359762190,2369420882,2375117716,2379617118,2384441485,2388319494
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2132.39099441931,2259.8145439145,2422.47283050058,2618.81249841519,2835.24719161171,3095.23156174672,3410.6740869072,3805.17838200242,4102.12956719619,4397.68279304561,4797.24821906567,5168.48039467882,5511.82607552871,5864.64068313952,6225.65318734608,6589.77076427462,6966.47191689918,7374.82622244547,7806.58513374745,8220.71036562155,8293.69666986026,8905.88464694349,9200.23508783493,9665.75975299647,10128.2890911466
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,1819011507,1836260943,1852659155,1868409996,1883675167,1898853723,1914002124,1929185103,1944305887,1959017463,1973602166,1989106668,2006566431,2023850158,2040383789,2056050896,2071486140,2087238522,2100698838,2112289891,2121866294,2128553744,2133560408,2137527754,2141122258
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2157.91938010453,2286.769782477,2451.24530806912,2649.81645849929,2868.75214281979,3131.70612955601,3450.72859160877,3849.69406453497,4149.94050469473,4448.74654682988,4852.74429762631,5228.04137782468,5575.0423073001,5931.59468379823,6296.46330191384,6664.48834577557,7045.21470188624,7457.89049178297,7894.2971157874,8312.92246043013,8386.63950211,9005.72161441987,9303.52211202573,9774.45468650513,10242.3676287334
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,1795374943,1812475067,1828744767,1844349334,1859450104,1874487158,1889507244,1904568042,1919570287,1934167856,1948643347,1964036970,1981382735,1998548872,2014960984,2030504270,2045816761,2061449949,2074796982,2086281644,2095759417,2102350702,2107261123,2111139152,2114653077
Euro area,EMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30853.1385054093,31423.952566199,31566.1273129298,31628.9508530599,32179.5603833867,32577.2810721025,33499.6140523812,34325.8913160023,34294.4150107331,32645.5191413239,33252.3689886555,33906.6275617053,33522.1754688076,33413.4989986022,33841.6103940756,34471.1747135027,34995.0723160118,35842.3298274979,36369.0726205231,36891.7993038494,34608.4614772745,36812.8039945725,38051.0445374525,38060.382262715,38254.4232216366
Euro area,EMU,"Population, total",SP.POP.TOTL,325789631,326861195,328469678,330286340,332140117,333897752,335499702,337282985,338978475,340136844,341002804,340367367,341100659,341639530,342228563,343180482,344132977,344810179,345864630,346496601,346986142,347207191,348200155,349762722,351161936
Europe & Central Asia,ECS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18477.5285403385,18863.273716802,19121.7872126142,19419.6815424207,19978.690365054,20464.4783927706,21196.6642243836,21916.84687082,22052.0918924998,20991.3574844148,21465.351630475,21915.6417726438,21898.7575895315,22004.7529248863,22338.7450304311,22702.8228380066,23032.6152966065,23622.7656806191,24037.6040282064,24389.8062444924,23034.1354718301,24581.3075426451,25418.8606318264,25669.8654521598,25973.9053281236
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,865392479,866590696,868234843,870529446,873069464,875563919,878166933,880656346,884224673,887741128,890990371,893009595,896514510,899907172,903561071,907527486,911579016,915065824,918689254,921932163,923664467,924381062,924234471,924773523,928263208
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3231.4170375726,3219.6524005977,3410.62468197803,3619.89726149943,3949.57993189741,4268.51101428285,4598.69648089427,4915.72250440104,5034.07810862034,4821.30871859383,5123.22527224197,5504.86405202366,5682.17981048522,6000.41396490137,6136.90314013433,6291.45594655745,6409.4471148702,6736.23791731628,6930.30071694301,7046.99611203784,7016.36291211506,7621.34511041877,7898.44899906048,8356.07726564962,8634.68709000162
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,218486598,219435056,220400259,221399692,222413290,223360135,224417513,225016072,226524480,228250911,230106440,231988438,233875199,235905150,237999321,240083379,242224182,244308649,246400484,248576676,250351240,251867727,250514347,248721385,250281521
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4430.11168037444,4551.16276995954,4781.5832367887,5076.33254199208,5473.20161109334,5833.95966556779,6287.52395891241,6767.52508494844,7054.20102951113,6698.64285633554,6986.9535552226,7364.90946811375,7583.64863478186,7799.56084853446,7935.99050423519,8009.61874995558,8118.42014141453,8434.48840087775,8718.49343377415,8925.46203415138,8778.05956344465,9439.04843335798,9668.43621903069,10089.5680721267,10447.7265615175
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,438423541,438100368,437806951,437905932,438136036,438333196,438714358,438680283,439732746,441304973,442936599,444846366,446941101,449128604,451432428,453662073,455913002,458010325,459946883,461933206,462842288,463104389,460942269,458602212,459734030
European Union,EUU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,26365.798677465,26899.8795099661,27131.1149025351,27284.7276136716,27885.7681519653,28334.7590973938,29246.6456488849,30060.1943726362,30144.6515730515,28771.7357026131,29352.9442515094,29974.1521239011,29700.9011811145,29667.2033330658,30117.8841825355,30771.6568591261,31300.1591558827,32135.6624693296,32719.1711480652,33289.4352232777,31435.0353450837,33488.1142449396,34605.1747492534,34631.1439044457,34896.3710345937
European Union,EUU,"Population, total",SP.POP.TOTL,429339162,429909307,430924112,432512916,434193248,435789139,437263803,438796003,440270719,441388573,442088310,441414078,442069839,442425741,442920819,443793218,444676652,445321060,446329890,446910453,446870959,446227358,447202673,448897545,450228188
Fragile and conflict affected situations,FCS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1295.212123623,1317.2785211913,1326.84891113816,1297.19104055081,1417.38633890673,1470.03208126605,1523.62890028503,1581.88537303272,1622.44441895788,1619.06372938072,1676.97481416998,1643.76876493197,1694.3739229428,1708.69932882823,1697.58810951134,1663.16200127279,1634.41669597359,1619.44767158323,1607.410665042,1585.23602922322,1435.4620668369,1425.89864437684,1421.76860683137,1423.91012233176,1419.27637949231
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,621080692,635481068,651226758,667644273,684007365,700820603,717975893,735110300,753058095,772015937,791371804,810972272,831065598,851404936,871345375,890869511,910836458,931222867,951851595,973035228,994901090,1016906998,1036390026,1057033168,1081767572
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,679.180241236318,685.314051709361,691.889343076378,699.033702737859,718.761366870826,737.272732422018,757.521668994488,777.28450144481,798.444777244499,803.144160263683,829.378145273867,843.531584159094,853.586116932267,877.826285990185,899.664821616374,917.296109229181,929.831454420103,948.559641481731,960.452334962383,973.374706001474,946.680806659878,961.96999346246,982.924394594556,991.01991315821,1015.32013675499
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,481984327,495197350,509679981,524773987,539803501,555358929,571454590,587432384,604007702,621337653,638796398,656783491,675397557,694622934,714769441,735429414,756895035,779389964,802020674,824649053,847743308,870930036,893906294,917304254,941413026
High income,HIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30158.070077562,30481.2971869816,30822.9440482008,31366.5421324302,32292.6469967559,33082.5177948394,33950.2397036779,34698.5184340761,34696.0115958764,33329.6767360425,34192.5146608152,34734.2754395528,35042.7341400385,35404.6810437336,35972.696456563,36586.4346902662,37037.6021898442,37796.4689875897,38563.3769225101,39162.0349547886,37538.2523693096,39782.9398439558,40813.0270730428,41258.1342798368,41776.3359445332
High income,HIC,"Population, total",SP.POP.TOTL,1255696330,1262093741,1268559564,1275200577,1282168195,1289125857,1296891494,1305578110,1314671040,1322754052,1328657754,1334557663,1342428400,1350149879,1357496263,1366013614,1374284415,1380319892,1385103279,1389770301,1393472875,1391814501,1398001706,1408190184,1417841927
IBRD only,IBD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2749.80831717138,2816.38977629068,2910.20278298267,3047.64543408152,3247.0612433535,3445.04385258554,3692.82779557534,3983.15719895369,4176.83978299189,4249.10322422767,4532.44068726031,4770.23592201554,4976.44743175894,5178.96430999103,5369.52452689677,5546.04775275526,5737.47076646059,5977.69739757901,6214.51417284405,6411.71326335692,6286.40775617083,6728.66940868672,6949.77744058703,7249.2635017382,7523.39788740048
IBRD only,IBD,"Population, total",SP.POP.TOTL,3983328255,4031080605,4077229003,4122775918,4168676771,4214082145,4258827055,4302067550,4346234014,4391389527,4436714947,4483152627,4532100585,4581958556,4630607878,4676773551,4721566970,4765773411,4806981820,4845075024,4878296727,4905212516,4928196300,4952212190,4979421568
IDA & IBRD total,IBT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2339.75101446893,2390.57985292545,2464.90323602782,2571.74673053759,2729.87046222028,2885.28754662659,3077.74191466409,3301.24424278247,3448.17245200466,3502.68472824197,3719.8597539937,3896.56523344649,4047.32325168607,4201.8456378006,4347.00390778606,4474.43525326247,4610.83755480503,4784.65501107103,4955.36761741777,5093.37981842859,4971.5872211169,5284.67426657771,5436.74748762757,5638.70628095248,5826.39109857059
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,5116723507,5192348770,5267145775,5341840046,5417128229,5492481030,5568236362,5643505923,5720065907,5797994405,5876645582,5956718993,6038958543,6120456890,6201607778,6280961830,6360153661,6440011821,6518058354,6594216452,6666470352,6732651035,6794724390,6858521511,6926222113
IDA blend,IDB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1294.78635186488,1311.16206592853,1360.4889922868,1387.37333221866,1452.76112133181,1501.63150824282,1548.60504186971,1590.6428814843,1614.19473989247,1665.56682453196,1720.09334929676,1749.06036275665,1786.6430670936,1848.24174811877,1914.26316168169,1947.85246838642,1953.37240963399,1968.31540790627,2003.84851119473,2023.85818922165,1918.37984704312,1960.8295587467,2014.88221922079,2032.83591744395,2076.03245502265
IDA blend,IDB,"Population, total",SP.POP.TOTL,394129957,404662385,414935066,425311302,436147454,447132945,458394453,470476526,482975881,495610570,508422508,520984443,532980174,544442648,555868551,567234056,578463670,590024074,601951913,614017319,626440308,639196319,651895919,664395892,676957651
IDA only,IDX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,688.770584647754,700.753432922257,714.992762414711,736.012835320929,762.575661839901,792.915050928441,823.90017446983,857.07992787155,887.590717483649,904.189618538802,941.170103265961,959.3674453315,960.714392094918,987.02078318094,1014.81643854082,1023.43894668408,1043.11282497367,1073.15500247042,1100.05510569349,1126.69021132065,1096.83173371503,1111.69190494885,1134.36793858317,1145.56246386603,1171.26544835908
IDA only,IDX,"Population, total",SP.POP.TOTL,739265295,756605780,774981706,793752826,812304004,831265940,851014854,870961847,890856012,910994308,931508127,952581923,973877784,994055686,1015131349,1036954223,1060123021,1084214336,1109124621,1135124109,1161733317,1188242200,1214632171,1241913429,1269842894
IDA total,IDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,899.61428305683,913.556204734526,940.32537147169,963.438932636273,1003.9852047643,1041.06280109594,1077.82305096995,1114.49335203344,1143.00694096765,1172.44269252611,1216.18056240843,1238.54733221968,1252.842684541,1291.78901874009,1333.06862092098,1350.30758062231,1364.45810556663,1388.62153707152,1418.00708422156,1441.63139770219,1384.63983352976,1408.70089156521,1441.8927324741,1454.79918171861,1485.87854475786
IDA total,IDA,"Population, total",SP.POP.TOTL,1133395252,1161268165,1189916772,1219064128,1248451458,1278398885,1309409307,1341438373,1373831893,1406604878,1439930635,1473566366,1506857958,1538498334,1570999900,1604188279,1638586691,1674238410,1711076534,1749141428,1788173625,1827438519,1866528090,1906309321,1946800545
Late-demographic dividend,LTE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3466.01310620559,3619.46654540267,3812.59136967467,4048.48471590844,4352.77899604091,4662.84590388694,5063.68908694481,5544.40085964957,5891.622096914,6074.36748179082,6525.60694866136,6949.99107912565,7305.27620420521,7662.87637611851,8010.29794417952,8331.63270803563,8646.07589908332,9041.21609671517,9481.09349361995,9886.07149064231,9878.28626310562,10610.1004840522,10941.5382468571,11413.7698244462,11914.0272194525
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2043581322,2058600486,2072599555,2086139068,2099412663,2112603351,2126122277,2139958608,2153941306,2167303374,2179525352,2193171336,2209319631,2225005187,2241122152,2256126712,2270841806,2285870134,2298394042,2308878047,2316152451,2320127638,2323799591,2326296729,2328628339
Latin America & Caribbean,LCN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6742.02693662191,6684.07410400188,6609.21038163943,6668.60355308319,6962.62599800076,7160.79420102627,7448.60250979921,7751.40903587761,7945.73521560181,7675.9903619546,8060.79704671081,8325.46913166974,8455.45328055859,8595.42651886992,8610.67003577239,8547.2373391789,8405.14560348327,8458.83384476335,8489.63171792301,8447.24518593474,7812.42544444341,8316.14222192774,8604.53059795142,8737.77637787076,8873.03538905768
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,520272118,527572583,534691591,541643365,548455563,555120780,561751999,568345245,574908733,581388129,587752505,594086829,600420316,606683307,612849401,618868462,624737786,630414986,635778081,640962372,645498186,649236072,653108120,657616517,662186388
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6581.31117825537,6499.33288090151,6434.32879860597,6503.48118498348,6762.11459440306,6946.74709329377,7223.70712678657,7518.27936660187,7709.18247419356,7438.00793773364,7849.05546645435,8108.49237821588,8210.27585605715,8349.88402062256,8370.00694208678,8308.73911709951,8184.512260438,8264.74819899468,8307.30884340362,8275.309631343,7669.33977303708,8145.29208280277,8412.36598280101,8532.81169578021,8638.66600811342
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,462953688,469463143,475799008,481977727,488032486,494006571,499910627,505793340,511659365,517459947,523147480,528822706,534503260,540118712,545661592,551075145,556440282,561957179,567711159,573311679,578091505,581884231,585648822,589889543,594158638
